english,sign
i study cricket,I STUDY CRICKET
i see water,I SEE WATER
we study college,WE STUDY COLLEGE
he study book,HE STUDY BOOK
you go school,YOU GO SCHOOL
they go cricket,THEY GO CRICKET
you study movie,YOU STUDY MOVIE
we play book,WE PLAY BOOK
you eat food,YOU EAT FOOD
they study water,THEY STUDY WATER
he study movie,HE STUDY MOVIE
he like book,HE LIKE BOOK
i eat school,I EAT SCHOOL
they play movie,THEY PLAY MOVIE
i drink cricket,I DRINK CRICKET
i see food,I SEE FOOD
we eat school,WE EAT SCHOOL
i go college,I GO COLLEGE
she play book,SHE PLAY BOOK
we want book,WE WANT BOOK
she eat food,SHE EAT FOOD
they eat movie,THEY EAT MOVIE
he play water,HE PLAY WATER
he study food,HE STUDY FOOD
they go food,THEY GO FOOD
he eat cricket,HE EAT CRICKET
they like school,THEY LIKE SCHOOL
we want cricket,WE WANT CRICKET
she like movie,SHE LIKE MOVIE
you study water,YOU STUDY WATER
we play water,WE PLAY WATER
he see food,HE SEE FOOD
you like water,YOU LIKE WATER
you go school,YOU GO SCHOOL
i see college,I SEE COLLEGE
we play movie,WE PLAY MOVIE
you drink school,YOU DRINK SCHOOL
he go book,HE GO BOOK
she go school,SHE GO SCHOOL
she play cricket,SHE PLAY CRICKET
he go movie,HE GO MOVIE
they want school,THEY WANT SCHOOL
they study water,THEY STUDY WATER
they like movie,THEY LIKE MOVIE
he go water,HE GO WATER
you study food,YOU STUDY FOOD
i eat school,I EAT SCHOOL
he play college,HE PLAY COLLEGE
he drink college,HE DRINK COLLEGE
he drink college,HE DRINK COLLEGE
she study college,SHE STUDY COLLEGE
he like college,HE LIKE COLLEGE
he study food,HE STUDY FOOD
i want school,I WANT SCHOOL
i study food,I STUDY FOOD
he drink water,HE DRINK WATER
he like cricket,HE LIKE CRICKET
he eat water,HE EAT WATER
he want water,HE WANT WATER
she want food,SHE WANT FOOD
he drink cricket,HE DRINK CRICKET
he want cricket,HE WANT CRICKET
you like movie,YOU LIKE MOVIE
you see movie,YOU SEE MOVIE
i see cricket,I SEE CRICKET
they study college,THEY STUDY COLLEGE
they go college,THEY GO COLLEGE
we like movie,WE LIKE MOVIE
you see water,YOU SEE WATER
we see cricket,WE SEE CRICKET
we want cricket,WE WANT CRICKET
you drink movie,YOU DRINK MOVIE
she want water,SHE WANT WATER
we eat school,WE EAT SCHOOL
i play school,I PLAY SCHOOL
i like book,I LIKE BOOK
she drink food,SHE DRINK FOOD
you play water,YOU PLAY WATER
we see food,WE SEE FOOD
they play cricket,THEY PLAY CRICKET
they eat school,THEY EAT SCHOOL
she eat movie,SHE EAT MOVIE
he see school,HE SEE SCHOOL
we study school,WE STUDY SCHOOL
i study water,I STUDY WATER
i see cricket,I SEE CRICKET
he play school,HE PLAY SCHOOL
we study school,WE STUDY SCHOOL
you like book,YOU LIKE BOOK
i play food,I PLAY FOOD
you drink college,YOU DRINK COLLEGE
he play college,HE PLAY COLLEGE
she drink cricket,SHE DRINK CRICKET
i go water,I GO WATER
he play cricket,HE PLAY CRICKET
we study college,WE STUDY COLLEGE
we eat book,WE EAT BOOK
she study water,SHE STUDY WATER
you play food,YOU PLAY FOOD
we drink cricket,WE DRINK CRICKET
they play school,THEY PLAY SCHOOL
i eat cricket,I EAT CRICKET
they go movie,THEY GO MOVIE
she eat food,SHE EAT FOOD
we go movie,WE GO MOVIE
they go cricket,THEY GO CRICKET
we study water,WE STUDY WATER
he eat cricket,HE EAT CRICKET
i play food,I PLAY FOOD
he want movie,HE WANT MOVIE
she want cricket,SHE WANT CRICKET
we want book,WE WANT BOOK
i drink cricket,I DRINK CRICKET
they go water,THEY GO WATER
they go food,THEY GO FOOD
i drink water,I DRINK WATER
we study book,WE STUDY BOOK
we see food,WE SEE FOOD
you like water,YOU LIKE WATER
you study water,YOU STUDY WATER
he like book,HE LIKE BOOK
they want book,THEY WANT BOOK
we play college,WE PLAY COLLEGE
we like college,WE LIKE COLLEGE
i drink movie,I DRINK MOVIE
we study book,WE STUDY BOOK
i study school,I STUDY SCHOOL
he go school,HE GO SCHOOL
she drink cricket,SHE DRINK CRICKET
they want college,THEY WANT COLLEGE
you want cricket,YOU WANT CRICKET
we go book,WE GO BOOK
she eat school,SHE EAT SCHOOL
he drink movie,HE DRINK MOVIE
i study school,I STUDY SCHOOL
she want water,SHE WANT WATER
we eat movie,WE EAT MOVIE
she want school,SHE WANT SCHOOL
you play school,YOU PLAY SCHOOL
he go movie,HE GO MOVIE
we see college,WE SEE COLLEGE
i see school,I SEE SCHOOL
they see book,THEY SEE BOOK
he play college,HE PLAY COLLEGE
we go food,WE GO FOOD
they want college,THEY WANT COLLEGE
we study cricket,WE STUDY CRICKET
she study cricket,SHE STUDY CRICKET
they drink college,THEY DRINK COLLEGE
you play water,YOU PLAY WATER
they go school,THEY GO SCHOOL
they drink water,THEY DRINK WATER
she go cricket,SHE GO CRICKET
they like water,THEY LIKE WATER
we eat movie,WE EAT MOVIE
you go college,YOU GO COLLEGE
they drink movie,THEY DRINK MOVIE
we eat food,WE EAT FOOD
they drink movie,THEY DRINK MOVIE
he see book,HE SEE BOOK
i eat water,I EAT WATER
he want college,HE WANT COLLEGE
he study water,HE STUDY WATER
she eat cricket,SHE EAT CRICKET
she like food,SHE LIKE FOOD
they want food,THEY WANT FOOD
you drink movie,YOU DRINK MOVIE
they see movie,THEY SEE MOVIE
she want book,SHE WANT BOOK
he play book,HE PLAY BOOK
you want cricket,YOU WANT CRICKET
i see food,I SEE FOOD
he want school,HE WANT SCHOOL
i go cricket,I GO CRICKET
you play school,YOU PLAY SCHOOL
you see movie,YOU SEE MOVIE
they play school,THEY PLAY SCHOOL
they see movie,THEY SEE MOVIE
they like water,THEY LIKE WATER
he go water,HE GO WATER
she like college,SHE LIKE COLLEGE
she play school,SHE PLAY SCHOOL
we eat cricket,WE EAT CRICKET
you go book,YOU GO BOOK
they see college,THEY SEE COLLEGE
we eat college,WE EAT COLLEGE
they play movie,THEY PLAY MOVIE
she want cricket,SHE WANT CRICKET
they drink water,THEY DRINK WATER
he play book,HE PLAY BOOK
she eat cricket,SHE EAT CRICKET
they like movie,THEY LIKE MOVIE
he like book,HE LIKE BOOK
he want cricket,HE WANT CRICKET
he like school,HE LIKE SCHOOL
she study movie,SHE STUDY MOVIE
we see food,WE SEE FOOD
you play cricket,YOU PLAY CRICKET
they want college,THEY WANT COLLEGE
they study cricket,THEY STUDY CRICKET
she drink movie,SHE DRINK MOVIE
she study cricket,SHE STUDY CRICKET
we drink college,WE DRINK COLLEGE
he study college,HE STUDY COLLEGE
he like book,HE LIKE BOOK
i see food,I SEE FOOD
he study movie,HE STUDY MOVIE
he see school,HE SEE SCHOOL
she like book,SHE LIKE BOOK
we study movie,WE STUDY MOVIE
we go cricket,WE GO CRICKET
i drink cricket,I DRINK CRICKET
she like school,SHE LIKE SCHOOL
i want movie,I WANT MOVIE
he eat college,HE EAT COLLEGE
you see book,YOU SEE BOOK
i study college,I STUDY COLLEGE
we drink food,WE DRINK FOOD
she eat food,SHE EAT FOOD
we study cricket,WE STUDY CRICKET
he go book,HE GO BOOK
you go college,YOU GO COLLEGE
we want cricket,WE WANT CRICKET
she drink book,SHE DRINK BOOK
he want cricket,HE WANT CRICKET
i want movie,I WANT MOVIE
she see movie,SHE SEE MOVIE
you eat book,YOU EAT BOOK
he go book,HE GO BOOK
he like water,HE LIKE WATER
they study college,THEY STUDY COLLEGE
you go school,YOU GO SCHOOL
i study book,I STUDY BOOK
we like college,WE LIKE COLLEGE
they want movie,THEY WANT MOVIE
she see movie,SHE SEE MOVIE
you go book,YOU GO BOOK
i like water,I LIKE WATER
we see school,WE SEE SCHOOL
i want cricket,I WANT CRICKET
he like movie,HE LIKE MOVIE
we want cricket,WE WANT CRICKET
we drink school,WE DRINK SCHOOL
they study college,THEY STUDY COLLEGE
she play cricket,SHE PLAY CRICKET
you drink book,YOU DRINK BOOK
he want college,HE WANT COLLEGE
i eat food,I EAT FOOD
you see food,YOU SEE FOOD
you go water,YOU GO WATER
we eat cricket,WE EAT CRICKET
they go food,THEY GO FOOD
he like book,HE LIKE BOOK
you like movie,YOU LIKE MOVIE
we go water,WE GO WATER
she want water,SHE WANT WATER
we go school,WE GO SCHOOL
he see water,HE SEE WATER
we like water,WE LIKE WATER
we see college,WE SEE COLLEGE
they go cricket,THEY GO CRICKET
he want movie,HE WANT MOVIE
she like cricket,SHE LIKE CRICKET
i like book,I LIKE BOOK
she eat food,SHE EAT FOOD
he go cricket,HE GO CRICKET
you study movie,YOU STUDY MOVIE
you go college,YOU GO COLLEGE
we like food,WE LIKE FOOD
you study college,YOU STUDY COLLEGE
we play food,WE PLAY FOOD
he see school,HE SEE SCHOOL
they see college,THEY SEE COLLEGE
he drink college,HE DRINK COLLEGE
she go food,SHE GO FOOD
they go cricket,THEY GO CRICKET
he want water,HE WANT WATER
i play water,I PLAY WATER
they drink book,THEY DRINK BOOK
we see water,WE SEE WATER
he study food,HE STUDY FOOD
you see food,YOU SEE FOOD
you play cricket,YOU PLAY CRICKET
i drink movie,I DRINK MOVIE
he study food,HE STUDY FOOD
he play book,HE PLAY BOOK
they drink water,THEY DRINK WATER
she like food,SHE LIKE FOOD
she like book,SHE LIKE BOOK
she eat food,SHE EAT FOOD
he eat book,HE EAT BOOK
she want food,SHE WANT FOOD
he see movie,HE SEE MOVIE
i play school,I PLAY SCHOOL
she eat food,SHE EAT FOOD
you study food,YOU STUDY FOOD
you eat book,YOU EAT BOOK
she eat food,SHE EAT FOOD
you study movie,YOU STUDY MOVIE
i go food,I GO FOOD
we study college,WE STUDY COLLEGE
i play book,I PLAY BOOK
he play food,HE PLAY FOOD
we see food,WE SEE FOOD
you drink college,YOU DRINK COLLEGE
we drink food,WE DRINK FOOD
he eat movie,HE EAT MOVIE
we like college,WE LIKE COLLEGE
we go school,WE GO SCHOOL
she study school,SHE STUDY SCHOOL
he like cricket,HE LIKE CRICKET
we drink cricket,WE DRINK CRICKET
i want school,I WANT SCHOOL
he want college,HE WANT COLLEGE
we see cricket,WE SEE CRICKET
we want water,WE WANT WATER
you study movie,YOU STUDY MOVIE
she go school,SHE GO SCHOOL
she study water,SHE STUDY WATER
we go water,WE GO WATER
we play water,WE PLAY WATER
we play cricket,WE PLAY CRICKET
she study food,SHE STUDY FOOD
he want food,HE WANT FOOD
they study movie,THEY STUDY MOVIE
they drink food,THEY DRINK FOOD
they play water,THEY PLAY WATER
she want water,SHE WANT WATER
she play college,SHE PLAY COLLEGE
he eat college,HE EAT COLLEGE
i drink school,I DRINK SCHOOL
you want cricket,YOU WANT CRICKET
you study book,YOU STUDY BOOK
you drink water,YOU DRINK WATER
she study book,SHE STUDY BOOK
he go book,HE GO BOOK
she play college,SHE PLAY COLLEGE
we see cricket,WE SEE CRICKET
you play cricket,YOU PLAY CRICKET
she want book,SHE WANT BOOK
i eat movie,I EAT MOVIE
he go school,HE GO SCHOOL
they eat food,THEY EAT FOOD
they like cricket,THEY LIKE CRICKET
we eat food,WE EAT FOOD
you want water,YOU WANT WATER
we eat college,WE EAT COLLEGE
he want college,HE WANT COLLEGE
he eat food,HE EAT FOOD
i play food,I PLAY FOOD
i play college,I PLAY COLLEGE
he study water,HE STUDY WATER
she play food,SHE PLAY FOOD
we drink cricket,WE DRINK CRICKET
we go movie,WE GO MOVIE
you drink book,YOU DRINK BOOK
we like college,WE LIKE COLLEGE
we like school,WE LIKE SCHOOL
she go college,SHE GO COLLEGE
you go movie,YOU GO MOVIE
he like school,HE LIKE SCHOOL
i go movie,I GO MOVIE
i drink water,I DRINK WATER
i study cricket,I STUDY CRICKET
she like cricket,SHE LIKE CRICKET
we want cricket,WE WANT CRICKET
we eat food,WE EAT FOOD
we go food,WE GO FOOD
you play book,YOU PLAY BOOK
she want water,SHE WANT WATER
he go book,HE GO BOOK
she play cricket,SHE PLAY CRICKET
we eat college,WE EAT COLLEGE
he play book,HE PLAY BOOK
she eat book,SHE EAT BOOK
you like school,YOU LIKE SCHOOL
he want book,HE WANT BOOK
she eat movie,SHE EAT MOVIE
she like movie,SHE LIKE MOVIE
they play college,THEY PLAY COLLEGE
they eat school,THEY EAT SCHOOL
you study college,YOU STUDY COLLEGE
she drink cricket,SHE DRINK CRICKET
she want book,SHE WANT BOOK
she like water,SHE LIKE WATER
they drink movie,THEY DRINK MOVIE
she eat college,SHE EAT COLLEGE
they play food,THEY PLAY FOOD
he see food,HE SEE FOOD
she play college,SHE PLAY COLLEGE
she want water,SHE WANT WATER
we eat movie,WE EAT MOVIE
i study cricket,I STUDY CRICKET
we like movie,WE LIKE MOVIE
he play water,HE PLAY WATER
you go school,YOU GO SCHOOL
i drink school,I DRINK SCHOOL
they want school,THEY WANT SCHOOL
she see movie,SHE SEE MOVIE
he drink food,HE DRINK FOOD
we eat cricket,WE EAT CRICKET
we play food,WE PLAY FOOD
they like cricket,THEY LIKE CRICKET
you like college,YOU LIKE COLLEGE
you play college,YOU PLAY COLLEGE
we want food,WE WANT FOOD
i drink college,I DRINK COLLEGE
we play school,WE PLAY SCHOOL
they drink water,THEY DRINK WATER
they like water,THEY LIKE WATER
they drink college,THEY DRINK COLLEGE
we eat college,WE EAT COLLEGE
they drink book,THEY DRINK BOOK
he want school,HE WANT SCHOOL
she drink book,SHE DRINK BOOK
i drink cricket,I DRINK CRICKET
you see book,YOU SEE BOOK
he like water,HE LIKE WATER
she eat school,SHE EAT SCHOOL
she want water,SHE WANT WATER
you like food,YOU LIKE FOOD
they drink college,THEY DRINK COLLEGE
we study book,WE STUDY BOOK
she study cricket,SHE STUDY CRICKET
he eat food,HE EAT FOOD
you play water,YOU PLAY WATER
she eat food,SHE EAT FOOD
i drink movie,I DRINK MOVIE
i play water,I PLAY WATER
i go movie,I GO MOVIE
he play book,HE PLAY BOOK
i see school,I SEE SCHOOL
i see cricket,I SEE CRICKET
i eat water,I EAT WATER
you eat water,YOU EAT WATER
she go college,SHE GO COLLEGE
they like water,THEY LIKE WATER
i drink cricket,I DRINK CRICKET
we like movie,WE LIKE MOVIE
i study food,I STUDY FOOD
they want water,THEY WANT WATER
she see movie,SHE SEE MOVIE
we study food,WE STUDY FOOD
she drink cricket,SHE DRINK CRICKET
i play school,I PLAY SCHOOL
they study college,THEY STUDY COLLEGE
you go book,YOU GO BOOK
she eat water,SHE EAT WATER
they study book,THEY STUDY BOOK
we go school,WE GO SCHOOL
you go college,YOU GO COLLEGE
we see water,WE SEE WATER
we drink book,WE DRINK BOOK
they want book,THEY WANT BOOK
you want water,YOU WANT WATER
you study food,YOU STUDY FOOD
they study water,THEY STUDY WATER
they drink cricket,THEY DRINK CRICKET
they want book,THEY WANT BOOK
we like cricket,WE LIKE CRICKET
we eat movie,WE EAT MOVIE
i go college,I GO COLLEGE
they drink water,THEY DRINK WATER
she eat school,SHE EAT SCHOOL
they go book,THEY GO BOOK
they eat water,THEY EAT WATER
they like book,THEY LIKE BOOK
he study college,HE STUDY COLLEGE
he eat cricket,HE EAT CRICKET
we play book,WE PLAY BOOK
i see movie,I SEE MOVIE
i eat movie,I EAT MOVIE
we play movie,WE PLAY MOVIE
she like book,SHE LIKE BOOK
they like movie,THEY LIKE MOVIE
you go book,YOU GO BOOK
i like school,I LIKE SCHOOL
you drink book,YOU DRINK BOOK
you like movie,YOU LIKE MOVIE
i play cricket,I PLAY CRICKET
i play food,I PLAY FOOD
we study cricket,WE STUDY CRICKET
i see water,I SEE WATER
we go food,WE GO FOOD
you like college,YOU LIKE COLLEGE
we go book,WE GO BOOK
you study cricket,YOU STUDY CRICKET
they like food,THEY LIKE FOOD
she play school,SHE PLAY SCHOOL
they eat movie,THEY EAT MOVIE
you want school,YOU WANT SCHOOL
we eat college,WE EAT COLLEGE
he like movie,HE LIKE MOVIE
she eat cricket,SHE EAT CRICKET
we see book,WE SEE BOOK
they go food,THEY GO FOOD
we go water,WE GO WATER
he drink book,HE DRINK BOOK
they study water,THEY STUDY WATER
they see water,THEY SEE WATER
he eat book,HE EAT BOOK
i drink book,I DRINK BOOK
you want movie,YOU WANT MOVIE
he eat food,HE EAT FOOD
she go water,SHE GO WATER
i drink water,I DRINK WATER
she play school,SHE PLAY SCHOOL
we study college,WE STUDY COLLEGE
we like food,WE LIKE FOOD
you play food,YOU PLAY FOOD
they drink book,THEY DRINK BOOK
we drink cricket,WE DRINK CRICKET
we study movie,WE STUDY MOVIE
she go book,SHE GO BOOK
she go water,SHE GO WATER
he see water,HE SEE WATER
they study book,THEY STUDY BOOK
they want book,THEY WANT BOOK
i go school,I GO SCHOOL
he study water,HE STUDY WATER
they play school,THEY PLAY SCHOOL
you study food,YOU STUDY FOOD
you see cricket,YOU SEE CRICKET
he go school,HE GO SCHOOL
you like water,YOU LIKE WATER
i play movie,I PLAY MOVIE
you eat cricket,YOU EAT CRICKET
i see water,I SEE WATER
they see water,THEY SEE WATER
she like book,SHE LIKE BOOK
they like school,THEY LIKE SCHOOL
we eat movie,WE EAT MOVIE
you eat water,YOU EAT WATER
we go water,WE GO WATER
he eat movie,HE EAT MOVIE
we like food,WE LIKE FOOD
i like school,I LIKE SCHOOL
he drink book,HE DRINK BOOK
i want movie,I WANT MOVIE
they want book,THEY WANT BOOK
she play cricket,SHE PLAY CRICKET
you like food,YOU LIKE FOOD
we see school,WE SEE SCHOOL
they want school,THEY WANT SCHOOL
i see school,I SEE SCHOOL
she go cricket,SHE GO CRICKET
you see movie,YOU SEE MOVIE
he drink school,HE DRINK SCHOOL
i go movie,I GO MOVIE
they play water,THEY PLAY WATER
they see school,THEY SEE SCHOOL
she want food,SHE WANT FOOD
they go cricket,THEY GO CRICKET
we see cricket,WE SEE CRICKET
i play movie,I PLAY MOVIE
they drink book,THEY DRINK BOOK
we eat school,WE EAT SCHOOL
they see cricket,THEY SEE CRICKET
you go movie,YOU GO MOVIE
she play college,SHE PLAY COLLEGE
they see water,THEY SEE WATER
they like college,THEY LIKE COLLEGE
they drink school,THEY DRINK SCHOOL
they go school,THEY GO SCHOOL
he eat college,HE EAT COLLEGE
we like food,WE LIKE FOOD
you like food,YOU LIKE FOOD
you play food,YOU PLAY FOOD
he like water,HE LIKE WATER
she study movie,SHE STUDY MOVIE
i like cricket,I LIKE CRICKET
i eat water,I EAT WATER
she want movie,SHE WANT MOVIE
we go cricket,WE GO CRICKET
we study cricket,WE STUDY CRICKET
i study school,I STUDY SCHOOL
you go cricket,YOU GO CRICKET
they eat food,THEY EAT FOOD
i drink food,I DRINK FOOD
he see movie,HE SEE MOVIE
they want water,THEY WANT WATER
you go movie,YOU GO MOVIE
i study cricket,I STUDY CRICKET
he like food,HE LIKE FOOD
he drink cricket,HE DRINK CRICKET
you go cricket,YOU GO CRICKET
you eat movie,YOU EAT MOVIE
you drink water,YOU DRINK WATER
you go movie,YOU GO MOVIE
he eat college,HE EAT COLLEGE
they go book,THEY GO BOOK
he see movie,HE SEE MOVIE
i want food,I WANT FOOD
i go school,I GO SCHOOL
we eat book,WE EAT BOOK
we study food,WE STUDY FOOD
we study food,WE STUDY FOOD
he play movie,HE PLAY MOVIE
you play book,YOU PLAY BOOK
we play school,WE PLAY SCHOOL
they study movie,THEY STUDY MOVIE
i like book,I LIKE BOOK
he play cricket,HE PLAY CRICKET
you drink movie,YOU DRINK MOVIE
we go college,WE GO COLLEGE
she want college,SHE WANT COLLEGE
he drink movie,HE DRINK MOVIE
she like book,SHE LIKE BOOK
he study cricket,HE STUDY CRICKET
he study book,HE STUDY BOOK
she go food,SHE GO FOOD
you like school,YOU LIKE SCHOOL
she play book,SHE PLAY BOOK
we play college,WE PLAY COLLEGE
we go school,WE GO SCHOOL
i play cricket,I PLAY CRICKET
i study water,I STUDY WATER
they like food,THEY LIKE FOOD
you want water,YOU WANT WATER
you drink movie,YOU DRINK MOVIE
we see college,WE SEE COLLEGE
she play water,SHE PLAY WATER
we want movie,WE WANT MOVIE
she drink book,SHE DRINK BOOK
she eat cricket,SHE EAT CRICKET
she play water,SHE PLAY WATER
we drink school,WE DRINK SCHOOL
he study food,HE STUDY FOOD
we play book,WE PLAY BOOK
you study food,YOU STUDY FOOD
he study food,HE STUDY FOOD
i go movie,I GO MOVIE
they play water,THEY PLAY WATER
you play cricket,YOU PLAY CRICKET
they play cricket,THEY PLAY CRICKET
they like cricket,THEY LIKE CRICKET
i want movie,I WANT MOVIE
he drink cricket,HE DRINK CRICKET
they like school,THEY LIKE SCHOOL
they see cricket,THEY SEE CRICKET
she drink water,SHE DRINK WATER
she want book,SHE WANT BOOK
he want food,HE WANT FOOD
we eat cricket,WE EAT CRICKET
we like college,WE LIKE COLLEGE
they eat school,THEY EAT SCHOOL
they play food,THEY PLAY FOOD
we see cricket,WE SEE CRICKET
you like school,YOU LIKE SCHOOL
i see book,I SEE BOOK
we like water,WE LIKE WATER
we see book,WE SEE BOOK
they want food,THEY WANT FOOD
i drink book,I DRINK BOOK
we study book,WE STUDY BOOK
you like book,YOU LIKE BOOK
